TimeUTC;TimeDK;PriceArea;DayAheadPriceEUR;DayAheadPriceDKK
2025-12-15 18:45:00;2025-12-15 19:45:00;DK1;82,339996;615,112706
2025-12-15 18:30:00;2025-12-15 19:30:00;DK1;86,250000;644,322000
2025-12-15 18:15:00;2025-12-15 19:15:00;DK1;91,029999;680,030505
2025-12-15 18:00:00;2025-12-15 19:00:00;DK1;99,709999;744,873577
2025-12-15 17:45:00;2025-12-15 18:45:00;DK1;91,580002;684,139247
2025-12-15 17:30:00;2025-12-15 18:30:00;DK1;99,160004;740,764894
2025-12-15 17:15:00;2025-12-15 18:15:00;DK1;97,089996;725,301106
2025-12-15 17:00:00;2025-12-15 18:00:00;DK1;102,139999;763,026649
2025-12-15 16:45:00;2025-12-15 17:45:00;DK1;101,830002;760,710847
2025-12-15 16:30:00;2025-12-15 17:30:00;DK1;102,809998;768,031809
2025-12-15 16:15:00;2025-12-15 17:15:00;DK1;104,480003;780,507414
2025-12-15 16:00:00;2025-12-15 17:00:00;DK1;102,879997;768,554730
2025-12-15 15:45:00;2025-12-15 16:45:00;DK1;109,190002;815,692991
2025-12-15 15:30:00;2025-12-15 16:30:00;DK1;100,230003;748,758214
2025-12-15 15:15:00;2025-12-15 16:15:00;DK1;98,989998;739,494881
2025-12-15 15:00:00;2025-12-15 16:00:00;DK1;91,589996;684,213906
2025-12-15 14:45:00;2025-12-15 15:45:00;DK1;106,540001;795,896423
2025-12-15 14:30:00;2025-12-15 15:30:00;DK1;93,699997;699,976458
2025-12-15 14:15:00;2025-12-15 15:15:00;DK1;91,589996;684,213906
2025-12-15 14:00:00;2025-12-15 15:00:00;DK1;88,500000;661,130400
2025-12-15 13:45:00;2025-12-15 14:45:00;DK1;91,589996;684,213906
2025-12-15 13:30:00;2025-12-15 14:30:00;DK1;91,550003;683,915142
2025-12-15 13:15:00;2025-12-15 14:15:00;DK1;85,449997;638,345658
2025-12-15 13:00:00;2025-12-15 14:00:00;DK1;79,419998;593,299153
2025-12-15 12:45:00;2025-12-15 13:45:00;DK1;80,580002;601,964847
2025-12-15 12:30:00;2025-12-15 13:30:00;DK1;80,029999;597,856105
2025-12-15 12:15:00;2025-12-15 13:15:00;DK1;79,489998;593,822081
2025-12-15 12:00:00;2025-12-15 13:00:00;DK1;79,790001;596,063223
2025-12-15 11:45:00;2025-12-15 12:45:00;DK1;77,480003;578,806614
2025-12-15 11:30:00;2025-12-15 12:30:00;DK1;77,099998;575,967825
2025-12-15 11:15:00;2025-12-15 12:15:00;DK1;74,599998;557,291825
2025-12-15 11:00:00;2025-12-15 12:00:00;DK1;74,769997;558,561786
2025-12-15 10:45:00;2025-12-15 11:45:00;DK1;75,059998;560,728209
2025-12-15 10:30:00;2025-12-15 11:30:00;DK1;75,309998;562,595809
2025-12-15 10:15:00;2025-12-15 11:15:00;DK1;74,800003;558,785942
2025-12-15 10:00:00;2025-12-15 11:00:00;DK1;75,089996;560,952306
2025-12-15 09:45:00;2025-12-15 10:45:00;DK1;67,820000;506,642528
2025-12-15 09:30:00;2025-12-15 10:30:00;DK1;71,120003;531,294870
2025-12-15 09:15:00;2025-12-15 10:15:00;DK1;71,029999;530,622505
2025-12-15 09:00:00;2025-12-15 10:00:00;DK1;70,680000;528,007872
2025-12-15 08:45:00;2025-12-15 09:45:00;DK1;69,449997;518,819258
2025-12-15 08:30:00;2025-12-15 09:30:00;DK1;68,900002;514,710575
2025-12-15 08:15:00;2025-12-15 09:15:00;DK1;67,230003;502,235014
2025-12-15 08:00:00;2025-12-15 09:00:00;DK1;67,019997;500,666186
2025-12-15 07:45:00;2025-12-15 08:45:00;DK1;63,810001;476,686231
2025-12-15 07:30:00;2025-12-15 08:30:00;DK1;66,870003;499,545670
2025-12-15 07:15:00;2025-12-15 08:15:00;DK1;67,989998;507,912481
2025-12-15 07:00:00;2025-12-15 08:00:00;DK1;69,230003;517,175814
2025-12-15 06:45:00;2025-12-15 07:45:00;DK1;57,889999;432,461449
2025-12-15 06:30:00;2025-12-15 07:30:00;DK1;58,099998;434,030225
2025-12-15 06:15:00;2025-12-15 07:15:00;DK1;58,099998;434,030225
2025-12-15 06:00:00;2025-12-15 07:00:00;DK1;55,669998;415,877153
2025-12-15 05:45:00;2025-12-15 06:45:00;DK1;40,160000;300,011264
2025-12-15 05:30:00;2025-12-15 06:30:00;DK1;41,340000;308,826336
2025-12-15 05:15:00;2025-12-15 06:15:00;DK1;44,400002;331,685775
2025-12-15 05:00:00;2025-12-15 06:00:00;DK1;48,919998;365,451953
2025-12-15 04:45:00;2025-12-15 05:45:00;DK1;35,930000;268,411472
2025-12-15 04:30:00;2025-12-15 05:30:00;DK1;36,180000;270,279072
2025-12-15 04:15:00;2025-12-15 05:15:00;DK1;33,080002;247,120847
2025-12-15 04:00:00;2025-12-15 05:00:00;DK1;30,799999;230,088313
2025-12-15 03:45:00;2025-12-15 04:45:00;DK1;32,090000;239,725136
2025-12-15 03:30:00;2025-12-15 04:30:00;DK1;31,200001;233,076487
2025-12-15 03:15:00;2025-12-15 04:15:00;DK1;30,650000;228,967760
2025-12-15 03:00:00;2025-12-15 04:00:00;DK1;29,170000;217,911568
2025-12-15 02:45:00;2025-12-15 03:45:00;DK1;27,610001;206,257751
2025-12-15 02:30:00;2025-12-15 03:30:00;DK1;31,200001;233,076487
2025-12-15 02:15:00;2025-12-15 03:15:00;DK1;27,900000;208,424160
2025-12-15 02:00:00;2025-12-15 03:00:00;DK1;29,430000;219,853872
2025-12-15 01:45:00;2025-12-15 02:45:00;DK1;27,959999;208,872377
2025-12-15 01:30:00;2025-12-15 02:30:00;DK1;28,750000;214,774000
2025-12-15 01:15:00;2025-12-15 02:15:00;DK1;30,049999;224,485513
2025-12-15 01:00:00;2025-12-15 02:00:00;DK1;31,209999;233,151177
2025-12-15 00:45:00;2025-12-15 01:45:00;DK1;28,100000;209,918240
2025-12-15 00:30:00;2025-12-15 01:30:00;DK1;30,920000;230,984768
2025-12-15 00:15:00;2025-12-15 01:15:00;DK1;32,080002;239,650447
2025-12-15 00:00:00;2025-12-15 01:00:00;DK1;34,060001;254,441831
2025-12-14 23:45:00;2025-12-15 00:45:00;DK1;31,150000;232,702960
2025-12-14 23:30:00;2025-12-15 00:30:00;DK1;33,439999;249,810169
2025-12-14 23:15:00;2025-12-15 00:15:00;DK1;28,309999;211,487017
2025-12-14 23:00:00;2025-12-15 00:00:00;DK1;28,900000;215,894560
2025-12-14 22:45:00;2025-12-14 23:45:00;DK1;39,160000;292,517368
2025-12-14 22:30:00;2025-12-14 23:30:00;DK1;42,189999;315,150855
2025-12-14 22:15:00;2025-12-14 23:15:00;DK1;44,110001;329,492885
2025-12-14 22:00:00;2025-12-14 23:00:00;DK1;45,930000;343,087914
2025-12-14 21:45:00;2025-12-14 22:45:00;DK1;43,669998;326,206151
2025-12-14 21:30:00;2025-12-14 22:30:00;DK1;45,580002;340,473499
2025-12-14 21:15:00;2025-12-14 22:15:00;DK1;46,290001;345,777049
2025-12-14 21:00:00;2025-12-14 22:00:00;DK1;46,779999;349,437237
2025-12-14 20:45:00;2025-12-14 21:45:00;DK1;47,070000;351,603486
2025-12-14 20:30:00;2025-12-14 21:30:00;DK1;47,270000;353,097446
2025-12-14 20:15:00;2025-12-14 21:15:00;DK1;47,520000;354,964896
2025-12-14 20:00:00;2025-12-14 21:00:00;DK1;50,090000;374,162282
2025-12-14 19:45:00;2025-12-14 20:45:00;DK1;44,360001;331,360335
2025-12-14 19:30:00;2025-12-14 20:30:00;DK1;46,880001;350,184231
2025-12-14 19:15:00;2025-12-14 20:15:00;DK1;47,209999;352,649251
2025-12-14 19:00:00;2025-12-14 20:00:00;DK1;39,700001;296,551067
2025-12-14 18:45:00;2025-12-14 19:45:00;DK1;56,000000;418,308800
2025-12-14 18:30:00;2025-12-14 19:30:00;DK1;48,450001;361,911817
2025-12-14 18:15:00;2025-12-14 19:15:00;DK1;49,160000;367,215368
2025-12-14 18:00:00;2025-12-14 19:00:00;DK1;46,560001;347,793895
2025-12-14 17:45:00;2025-12-14 18:45:00;DK1;52,029999;388,653687
2025-12-14 17:30:00;2025-12-14 18:30:00;DK1;50,080002;374,087599
2025-12-14 17:15:00;2025-12-14 18:15:00;DK1;50,470001;377,000813
2025-12-14 17:00:00;2025-12-14 18:00:00;DK1;50,790001;379,391149
2025-12-14 16:45:00;2025-12-14 17:45:00;DK1;50,680000;378,569464
2025-12-14 16:30:00;2025-12-14 17:30:00;DK1;50,820000;379,615236
2025-12-14 16:15:00;2025-12-14 17:15:00;DK1;51,509998;384,769383
2025-12-14 16:00:00;2025-12-14 17:00:00;DK1;51,570000;385,217586
2025-12-14 15:45:00;2025-12-14 16:45:00;DK1;50,610001;378,046585
2025-12-14 15:30:00;2025-12-14 16:30:00;DK1;51,090000;381,632082
2025-12-14 15:15:00;2025-12-14 16:15:00;DK1;50,599998;377,971865
2025-12-14 15:00:00;2025-12-14 16:00:00;DK1;49,930000;372,967114
2025-12-14 14:45:00;2025-12-14 15:45:00;DK1;43,630001;325,907381
2025-12-14 14:30:00;2025-12-14 15:30:00;DK1;38,950001;290,948717
2025-12-14 14:15:00;2025-12-14 15:15:00;DK1;38,549999;287,960783
2025-12-14 14:00:00;2025-12-14 15:00:00;DK1;37,840000;282,657232
2025-12-14 13:45:00;2025-12-14 14:45:00;DK1;38,509998;287,661983
2025-12-14 13:30:00;2025-12-14 14:30:00;DK1;38,240002;285,645167
2025-12-14 13:15:00;2025-12-14 14:15:00;DK1;37,669998;281,387351
2025-12-14 13:00:00;2025-12-14 14:00:00;DK1;37,000000;276,382600
2025-12-14 12:45:00;2025-12-14 13:45:00;DK1;37,700001;281,611467
2025-12-14 12:30:00;2025-12-14 13:30:00;DK1;37,099998;277,129565
2025-12-14 12:15:00;2025-12-14 13:15:00;DK1;36,709999;274,216351
2025-12-14 12:00:00;2025-12-14 13:00:00;DK1;36,889999;275,560915
2025-12-14 11:45:00;2025-12-14 12:45:00;DK1;37,189999;277,801855
2025-12-14 11:30:00;2025-12-14 12:30:00;DK1;36,570000;273,170586
2025-12-14 11:15:00;2025-12-14 12:15:00;DK1;37,660000;281,312668
2025-12-14 11:00:00;2025-12-14 12:00:00;DK1;36,619999;273,544069
2025-12-14 10:45:00;2025-12-14 11:45:00;DK1;39,759998;296,999233
2025-12-14 10:30:00;2025-12-14 11:30:00;DK1;39,820000;297,447436
2025-12-14 10:15:00;2025-12-14 11:15:00;DK1;40,660000;303,722068
2025-12-14 10:00:00;2025-12-14 11:00:00;DK1;39,759998;296,999233
2025-12-14 09:45:00;2025-12-14 10:45:00;DK1;37,430000;279,594614
2025-12-14 09:30:00;2025-12-14 10:30:00;DK1;37,740002;281,910267
2025-12-14 09:15:00;2025-12-14 10:15:00;DK1;37,380001;279,221131
2025-12-14 09:00:00;2025-12-14 10:00:00;DK1;35,849998;267,792315
2025-12-14 08:45:00;2025-12-14 09:45:00;DK1;36,209999;270,481451
2025-12-14 08:30:00;2025-12-14 09:30:00;DK1;35,900002;268,165835
2025-12-14 08:15:00;2025-12-14 09:15:00;DK1;35,799999;267,418833
2025-12-14 08:00:00;2025-12-14 09:00:00;DK1;35,290001;263,609249
2025-12-14 07:45:00;2025-12-14 08:45:00;DK1;35,490002;265,103217
2025-12-14 07:30:00;2025-12-14 08:30:00;DK1;35,450001;264,804417
2025-12-14 07:15:00;2025-12-14 08:15:00;DK1;34,619999;258,604469
2025-12-14 07:00:00;2025-12-14 08:00:00;DK1;34,560001;258,156295
2025-12-14 06:45:00;2025-12-14 07:45:00;DK1;33,840000;252,778032
2025-12-14 06:30:00;2025-12-14 07:30:00;DK1;33,389999;249,416615
2025-12-14 06:15:00;2025-12-14 07:15:00;DK1;33,169998;247,773251
2025-12-14 06:00:00;2025-12-14 07:00:00;DK1;33,990002;253,898517
2025-12-14 05:45:00;2025-12-14 06:45:00;DK1;29,260000;218,566348
2025-12-14 05:30:00;2025-12-14 06:30:00;DK1;29,280001;218,715751
2025-12-14 05:15:00;2025-12-14 06:15:00;DK1;30,700001;229,322867
2025-12-14 05:00:00;2025-12-14 06:00:00;DK1;30,870001;230,592733
2025-12-14 04:45:00;2025-12-14 05:45:00;DK1;32,000000;239,033600
2025-12-14 04:30:00;2025-12-14 05:30:00;DK1;29,010000;216,698898
2025-12-14 04:15:00;2025-12-14 05:15:00;DK1;31,049999;231,937283
2025-12-14 04:00:00;2025-12-14 05:00:00;DK1;32,910000;245,831118
2025-12-14 03:45:00;2025-12-14 04:45:00;DK1;31,549999;235,672183
2025-12-14 03:30:00;2025-12-14 04:30:00;DK1;33,160000;247,698568
2025-12-14 03:15:00;2025-12-14 04:15:00;DK1;35,389999;264,356215
2025-12-14 03:00:00;2025-12-14 04:00:00;DK1;37,500000;280,117500
2025-12-14 02:45:00;2025-12-14 03:45:00;DK1;39,000000;291,322200
2025-12-14 02:30:00;2025-12-14 03:30:00;DK1;41,160000;307,456968
2025-12-14 02:15:00;2025-12-14 03:15:00;DK1;42,790001;319,632749
2025-12-14 02:00:00;2025-12-14 03:00:00;DK1;43,189999;322,620655
2025-12-14 01:45:00;2025-12-14 02:45:00;DK1;48,250000;360,417850
2025-12-14 01:30:00;2025-12-14 02:30:00;DK1;47,259998;353,022733
2025-12-14 01:15:00;2025-12-14 02:15:00;DK1;47,639999;355,861265
2025-12-14 01:00:00;2025-12-14 02:00:00;DK1;48,000000;358,550400
2025-12-14 00:45:00;2025-12-14 01:45:00;DK1;47,840000;357,355232
2025-12-14 00:30:00;2025-12-14 01:30:00;DK1;48,220001;360,193763
2025-12-14 00:15:00;2025-12-14 01:15:00;DK1;48,610001;363,106985
2025-12-14 00:00:00;2025-12-14 01:00:00;DK1;47,770000;356,832346
2025-12-13 23:45:00;2025-12-14 00:45:00;DK1;54,389999;406,282415
2025-12-13 23:30:00;2025-12-14 00:30:00;DK1;53,869999;402,398119
2025-12-13 23:15:00;2025-12-14 00:15:00;DK1;54,299999;405,610133
2025-12-13 23:00:00;2025-12-14 00:00:00;DK1;45,439999;339,427705
2025-12-13 22:45:00;2025-12-13 23:45:00;DK1;53,250000;397,766850
2025-12-13 22:30:00;2025-12-13 23:30:00;DK1;54,830002;409,569149
2025-12-13 22:15:00;2025-12-13 23:15:00;DK1;57,590000;430,185782
2025-12-13 22:00:00;2025-12-13 23:00:00;DK1;59,599998;445,200065
2025-12-13 21:45:00;2025-12-13 22:45:00;DK1;61,799999;461,633633
2025-12-13 21:30:00;2025-12-13 22:30:00;DK1;62,049999;463,501083
2025-12-13 21:15:00;2025-12-13 22:15:00;DK1;62,740002;468,655267
2025-12-13 21:00:00;2025-12-13 22:00:00;DK1;63,529999;474,556387
2025-12-13 20:45:00;2025-12-13 21:45:00;DK1;65,900002;492,259835
2025-12-13 20:30:00;2025-12-13 21:30:00;DK1;70,570000;527,143786
2025-12-13 20:15:00;2025-12-13 21:15:00;DK1;75,699997;565,463838
2025-12-13 20:00:00;2025-12-13 21:00:00;DK1;91,040001;680,050599
2025-12-13 19:45:00;2025-12-13 20:45:00;DK1;77,790001;581,075749
2025-12-13 19:30:00;2025-12-13 20:30:00;DK1;81,389999;607,967015
2025-12-13 19:15:00;2025-12-13 20:15:00;DK1;91,510002;683,561413
2025-12-13 19:00:00;2025-12-13 20:00:00;DK1;97,269997;726,587424
2025-12-13 18:45:00;2025-12-13 19:45:00;DK1;91,050003;680,125312
2025-12-13 18:30:00;2025-12-13 19:30:00;DK1;91,599998;684,233665
2025-12-13 18:15:00;2025-12-13 19:15:00;DK1;104,349998;779,473615
2025-12-13 18:00:00;2025-12-13 19:00:00;DK1;113,480003;847,672926
2025-12-13 17:45:00;2025-12-13 18:45:00;DK1;97,790001;730,471749
2025-12-13 17:30:00;2025-12-13 18:30:00;DK1;108,989998;814,133487
2025-12-13 17:15:00;2025-12-13 18:15:00;DK1;112,680000;841,697064
2025-12-13 17:00:00;2025-12-13 18:00:00;DK1;115,000000;859,027000
2025-12-13 16:45:00;2025-12-13 17:45:00;DK1;106,050003;792,172312
2025-12-13 16:30:00;2025-12-13 17:30:00;DK1;115,599998;863,508865
2025-12-13 16:15:00;2025-12-13 17:15:00;DK1;110,349998;824,292415
2025-12-13 16:00:00;2025-12-13 17:00:00;DK1;93,000000;694,691400
2025-12-13 15:45:00;2025-12-13 16:45:00;DK1;119,779999;894,732637
2025-12-13 15:30:00;2025-12-13 16:30:00;DK1;103,239998;771,182137
2025-12-13 15:15:00;2025-12-13 16:15:00;DK1;91,570000;684,009586
2025-12-13 15:00:00;2025-12-13 16:00:00;DK1;88,209999;658,911051
2025-12-13 14:45:00;2025-12-13 15:45:00;DK1;103,690002;774,543577
2025-12-13 14:30:00;2025-12-13 15:30:00;DK1;91,519997;683,636074
2025-12-13 14:15:00;2025-12-13 15:15:00;DK1;80,010002;597,658713
2025-12-13 14:00:00;2025-12-13 15:00:00;DK1;78,269997;584,661224
2025-12-13 13:45:00;2025-12-13 14:45:00;DK1;85,209999;636,501651
2025-12-13 13:30:00;2025-12-13 14:30:00;DK1;77,070000;575,697486
2025-12-13 13:15:00;2025-12-13 14:15:00;DK1;80,669998;602,588751
2025-12-13 13:00:00;2025-12-13 14:00:00;DK1;81,040001;605,352599
2025-12-13 12:45:00;2025-12-13 13:45:00;DK1;76,599998;572,186665
2025-12-13 12:30:00;2025-12-13 13:30:00;DK1;79,360001;592,803335
2025-12-13 12:15:00;2025-12-13 13:15:00;DK1;80,839996;603,858602
2025-12-13 12:00:00;2025-12-13 13:00:00;DK1;81,120003;605,950198
2025-12-13 11:45:00;2025-12-13 12:45:00;DK1;78,440002;585,931127
2025-12-13 11:30:00;2025-12-13 12:30:00;DK1;79,400002;593,102135
2025-12-13 11:15:00;2025-12-13 12:15:00;DK1;80,500000;601,318900
2025-12-13 11:00:00;2025-12-13 12:00:00;DK1;81,500000;608,788700
2025-12-13 10:45:00;2025-12-13 11:45:00;DK1;80,589996;601,991152
2025-12-13 10:30:00;2025-12-13 11:30:00;DK1;90,589996;676,689152
2025-12-13 10:15:00;2025-12-13 11:15:00;DK1;96,220001;718,744163
2025-12-13 10:00:00;2025-12-13 11:00:00;DK1;98,099998;732,787365
2025-12-13 09:45:00;2025-12-13 10:45:00;DK1;91,570000;684,009586
2025-12-13 09:30:00;2025-12-13 10:30:00;DK1;96,769997;722,852524
2025-12-13 09:15:00;2025-12-13 10:15:00;DK1;100,940002;754,001627
2025-12-13 09:00:00;2025-12-13 10:00:00;DK1;104,070000;777,382086
2025-12-13 08:45:00;2025-12-13 09:45:00;DK1;97,480003;728,156126
2025-12-13 08:30:00;2025-12-13 09:30:00;DK1;103,430000;772,601414
2025-12-13 08:15:00;2025-12-13 09:15:00;DK1;103,870003;775,888148
2025-12-13 08:00:00;2025-12-13 09:00:00;DK1;104,750000;782,461550
2025-12-13 07:45:00;2025-12-13 08:45:00;DK1;104,199997;778,353138
2025-12-13 07:30:00;2025-12-13 08:30:00;DK1;97,330002;727,035649
2025-12-13 07:15:00;2025-12-13 08:15:00;DK1;89,629997;669,518152
2025-12-13 07:00:00;2025-12-13 08:00:00;DK1;84,800003;633,439062
2025-12-13 06:45:00;2025-12-13 07:45:00;DK1;86,559998;646,585873
2025-12-13 06:30:00;2025-12-13 07:30:00;DK1;83,570000;624,251186
2025-12-13 06:15:00;2025-12-13 07:15:00;DK1;74,629997;557,471152
2025-12-13 06:00:00;2025-12-13 07:00:00;DK1;72,739998;543,353237
2025-12-13 05:45:00;2025-12-13 06:45:00;DK1;77,550003;579,283012
2025-12-13 05:30:00;2025-12-13 06:30:00;DK1;76,459999;571,140901
2025-12-13 05:15:00;2025-12-13 06:15:00;DK1;74,480003;556,350726
2025-12-13 05:00:00;2025-12-13 06:00:00;DK1;80,099998;598,330965
2025-12-13 04:45:00;2025-12-13 05:45:00;DK1;82,480003;616,109126
2025-12-13 04:30:00;2025-12-13 05:30:00;DK1;80,430000;600,796014
2025-12-13 04:15:00;2025-12-13 05:15:00;DK1;81,089996;605,726052
2025-12-13 04:00:00;2025-12-13 05:00:00;DK1;81,830002;611,253749
2025-12-13 03:45:00;2025-12-13 04:45:00;DK1;81,449997;608,415188
2025-12-13 03:30:00;2025-12-13 04:30:00;DK1;80,690002;602,738177
2025-12-13 03:15:00;2025-12-13 04:15:00;DK1;78,709999;587,947951
2025-12-13 03:00:00;2025-12-13 04:00:00;DK1;81,269997;607,070624
2025-12-13 02:45:00;2025-12-13 03:45:00;DK1;79,059998;590,562373
2025-12-13 02:30:00;2025-12-13 03:30:00;DK1;81,139999;606,099565
2025-12-13 02:15:00;2025-12-13 03:15:00;DK1;82,820000;618,648836
2025-12-13 02:00:00;2025-12-13 03:00:00;DK1;88,959999;664,513401
2025-12-13 01:45:00;2025-12-13 02:45:00;DK1;82,470001;616,034413
2025-12-13 01:30:00;2025-12-13 02:30:00;DK1;87,480003;653,458126
2025-12-13 01:15:00;2025-12-13 02:15:00;DK1;85,519997;638,817274
2025-12-13 01:00:00;2025-12-13 02:00:00;DK1;92,519997;691,105874
2025-12-13 00:45:00;2025-12-13 01:45:00;DK1;82,360001;615,212735
2025-12-13 00:30:00;2025-12-13 01:30:00;DK1;87,519997;653,756874
2025-12-13 00:15:00;2025-12-13 01:15:00;DK1;92,779999;693,048037
2025-12-13 00:00:00;2025-12-13 01:00:00;DK1;99,349998;742,124615
2025-12-12 23:45:00;2025-12-13 00:45:00;DK1;82,779999;618,350037
2025-12-12 23:30:00;2025-12-13 00:30:00;DK1;89,209999;666,380851
2025-12-12 23:15:00;2025-12-13 00:15:00;DK1;93,330002;697,156449
2025-12-12 23:00:00;2025-12-13 00:00:00;DK1;102,190002;763,338877
2025-12-12 22:45:00;2025-12-12 23:45:00;DK1;80,980003;604,904426
2025-12-12 22:30:00;2025-12-12 23:30:00;DK1;87,470001;653,383413
2025-12-12 22:15:00;2025-12-12 23:15:00;DK1;91,570000;684,009586
2025-12-12 22:00:00;2025-12-12 23:00:00;DK1;100,430000;750,192014
2025-12-12 21:45:00;2025-12-12 22:45:00;DK1;86,370003;645,166648
2025-12-12 21:30:00;2025-12-12 22:30:00;DK1;91,540001;683,785499
2025-12-12 21:15:00;2025-12-12 22:15:00;DK1;92,889999;693,869715
2025-12-12 21:00:00;2025-12-12 22:00:00;DK1;93,959999;701,862401
2025-12-12 20:45:00;2025-12-12 21:45:00;DK1;91,510002;683,561413
2025-12-12 20:30:00;2025-12-12 21:30:00;DK1;94,589996;706,568352
2025-12-12 20:15:00;2025-12-12 21:15:00;DK1;98,370003;734,804248
2025-12-12 20:00:00;2025-12-12 21:00:00;DK1;101,400002;757,437735
2025-12-12 19:45:00;2025-12-12 20:45:00;DK1;86,279999;644,494337
2025-12-12 19:30:00;2025-12-12 20:30:00;DK1;94,699997;707,390038
2025-12-12 19:15:00;2025-12-12 20:15:00;DK1;112,019997;836,766974
2025-12-12 19:00:00;2025-12-12 20:00:00;DK1;120,300003;898,616962
2025-12-12 18:45:00;2025-12-12 19:45:00;DK1;100,839996;753,254602
2025-12-12 18:30:00;2025-12-12 19:30:00;DK1;120,879997;902,949402
2025-12-12 18:15:00;2025-12-12 19:15:00;DK1;123,699997;924,014238
2025-12-12 18:00:00;2025-12-12 19:00:00;DK1;127,019997;948,813974
2025-12-12 17:45:00;2025-12-12 18:45:00;DK1;125,260002;935,667163
2025-12-12 17:30:00;2025-12-12 18:30:00;DK1;128,250000;958,001850
2025-12-12 17:15:00;2025-12-12 18:15:00;DK1;131,720001;983,922063
2025-12-12 17:00:00;2025-12-12 18:00:00;DK1;137,039993;1023,661340
2025-12-12 16:45:00;2025-12-12 17:45:00;DK1;139,619995;1042,933439
2025-12-12 16:30:00;2025-12-12 17:30:00;DK1;143,570007;1072,439238
2025-12-12 16:15:00;2025-12-12 17:15:00;DK1;150,169998;1121,739851
2025-12-12 16:00:00;2025-12-12 17:00:00;DK1;147,990005;1105,455739
2025-12-12 15:45:00;2025-12-12 16:45:00;DK1;157,960007;1179,929660
2025-12-12 15:30:00;2025-12-12 16:30:00;DK1;146,580002;1094,923299
2025-12-12 15:15:00;2025-12-12 16:15:00;DK1;135,750000;1014,025350
2025-12-12 15:00:00;2025-12-12 16:00:00;DK1;132,110001;986,835285
2025-12-12 14:45:00;2025-12-12 15:45:00;DK1;138,479996;1034,417874
2025-12-12 14:30:00;2025-12-12 15:30:00;DK1;131,139999;979,589565
2025-12-12 14:15:00;2025-12-12 15:15:00;DK1;123,279999;920,876937
2025-12-12 14:00:00;2025-12-12 15:00:00;DK1;117,580002;878,299099
2025-12-12 13:45:00;2025-12-12 14:45:00;DK1;133,809998;999,533923
2025-12-12 13:30:00;2025-12-12 14:30:00;DK1;127,849998;955,013915
2025-12-12 13:15:00;2025-12-12 14:15:00;DK1;117,650002;878,821985
2025-12-12 13:00:00;2025-12-12 14:00:00;DK1;109,629997;818,914152
2025-12-12 12:45:00;2025-12-12 13:45:00;DK1;122,339996;913,855302
2025-12-12 12:30:00;2025-12-12 13:30:00;DK1;115,050003;859,400512
2025-12-12 12:15:00;2025-12-12 13:15:00;DK1;112,570000;840,875386
2025-12-12 12:00:00;2025-12-12 13:00:00;DK1;114,220001;853,200563
2025-12-12 11:45:00;2025-12-12 12:45:00;DK1;114,599998;856,039065
2025-12-12 11:30:00;2025-12-12 12:30:00;DK1;113,290001;846,253649
2025-12-12 11:15:00;2025-12-12 12:15:00;DK1;112,750000;842,219950
2025-12-12 11:00:00;2025-12-12 12:00:00;DK1;111,629997;833,853752
2025-12-12 10:45:00;2025-12-12 11:45:00;DK1;114,690002;856,711377
2025-12-12 10:30:00;2025-12-12 11:30:00;DK1;117,910004;880,764148
2025-12-12 10:15:00;2025-12-12 11:15:00;DK1;118,519997;885,320674
2025-12-12 10:00:00;2025-12-12 11:00:00;DK1;122,099998;912,062565
2025-12-12 09:45:00;2025-12-12 10:45:00;DK1;113,519997;847,971674
2025-12-12 09:30:00;2025-12-12 10:30:00;DK1;118,180000;882,780964
2025-12-12 09:15:00;2025-12-12 10:15:00;DK1;126,919998;948,067001
2025-12-12 09:00:00;2025-12-12 10:00:00;DK1;129,199997;965,098138
2025-12-12 08:45:00;2025-12-12 09:45:00;DK1;122,000000;911,315600
2025-12-12 08:30:00;2025-12-12 09:30:00;DK1;124,639999;931,035865
2025-12-12 08:15:00;2025-12-12 09:15:00;DK1;127,000000;948,664600
2025-12-12 08:00:00;2025-12-12 09:00:00;DK1;133,970001;1000,729113
2025-12-12 07:45:00;2025-12-12 08:45:00;DK1;128,139999;957,180165
2025-12-12 07:30:00;2025-12-12 08:30:00;DK1;133,520004;997,367726
2025-12-12 07:15:00;2025-12-12 08:15:00;DK1;132,960007;993,184660
2025-12-12 07:00:00;2025-12-12 08:00:00;DK1;128,789993;962,035490
2025-12-12 06:45:00;2025-12-12 07:45:00;DK1;128,899994;962,857175
2025-12-12 06:30:00;2025-12-12 07:30:00;DK1;122,779999;917,142037
2025-12-12 06:15:00;2025-12-12 07:15:00;DK1;124,330002;928,720249
2025-12-12 06:00:00;2025-12-12 07:00:00;DK1;105,029999;784,553087
2025-12-12 05:45:00;2025-12-12 06:45:00;DK1;106,849998;798,148115
2025-12-12 05:30:00;2025-12-12 06:30:00;DK1;95,400002;712,618935
2025-12-12 05:15:00;2025-12-12 06:15:00;DK1;89,889999;671,460315
2025-12-12 05:00:00;2025-12-12 06:00:00;DK1;79,500000;593,849100
2025-12-12 04:45:00;2025-12-12 05:45:00;DK1;90,769997;678,033724
2025-12-12 04:30:00;2025-12-12 05:30:00;DK1;85,010002;635,007713
2025-12-12 04:15:00;2025-12-12 05:15:00;DK1;81,320000;607,444136
2025-12-12 04:00:00;2025-12-12 05:00:00;DK1;76,669998;572,709551
